# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	1977
#@/user_id	myrimedata-windows
kai shi lao dong fa 	開始勞動法	c=1 d=0.0500366 t=1977
kai yuan 	開源	c=7 d=4.0183 t=1977
kan 	看	c=3 d=0.99005 t=1977
kan dao 	看到	c=2 d=0.179176 t=1977
kan dong 	看懂	c=1 d=0.506617 t=1977
kan kan 	看看	c=3 d=1.30463 t=1977
kan kan kuan kan kan 	看看款看看	c=1 d=0.66034 t=1977
kan kan lv she da fa 	看看律設大法	c=1 d=0.687289 t=1977
kan shu 	看書	c=1 d=0.219808 t=1977
kan xia 	看下	c=1 d=0.689572 t=1977
kan zhe 	看着	c=1 d=1 t=1973
kang shuai lao 	抗衰老	c=0 d=0.0222017 t=1977
kang shuai lao de kai fa 	抗衰老的開發	c=1 d=0.22313 t=1977
kao guo qu 	考過去	c=1 d=1 t=1891
kao lv 	考慮	c=1 d=0.633871 t=1977
kao lv shi da fu kuan 	考慮士大夫款	c=1 d=0.955997 t=1977
ke 	可	c=0 d=0.00678809 t=1977
ke fu 	客服	c=1 d=0.0483156 t=1977
ke hu duan 	客戶端	c=2 d=1.01126 t=1977
ke kao lv 	可考慮	c=1 d=0.0682212 t=1977
ke li fu 	克里夫	c=0 d=0.0631284 t=1977
ke li si 	克里斯	c=0 d=0.0606531 t=1977
ke li si ka da jian fan 	克里斯喀噠簡繁	c=1 d=0.609571 t=1977
ke lu ji 	刻錄機	c=2 d=1.54509 t=1977
ke lu ji fan de sa 	刻錄機范德薩	c=1 d=0.839457 t=1977
ke lu ji wo en 	刻錄機沃恩	c=1 d=0.0531307 t=1977
ke neng 	可能	c=1 d=0.153355 t=1977
ke yi 	可以	c=12 d=2.60473 t=1977
ken de ji 	肯德基	c=0 d=0.0843665 t=1977
kong jian 	空間	c=2 d=1.25083 t=1977
kong jian kuai jie jian 	空間快捷鍵	c=1 d=0.909373 t=1977
kong jun si ling 	空軍司令	c=0 d=0.0036334 t=1977
kong jun si ling dai fu kuan le 	空軍司令代付款了	c=1 d=0.0365162 t=1977
kong shou dao 	空手道	c=0 d=0.120974 t=1977
kong shou dao feng ji kou 	空手道風紀扣	c=1 d=0.219808 t=1977
kong shou dao kai dang ku 	空手道開襠褲	c=1 d=0.0480747 t=1977
kong shou dao lu fang ji 	空手道錄放機	c=1 d=0.718924 t=1977
kou dai 	口袋	c=1 d=0.154124 t=1977
kou dai li 	口袋裏	c=0 d=0.0826959 t=1977
kou dian fen shu 	扣點分數	c=1 d=0.162242 t=1977
kou dian fen shu dai fu kuan 	扣點分數代付款	c=1 d=0.179066 t=1977
ku 	庫	c=1 d=0.102797 t=1977
ku 	苦	c=1 d=0.15259 t=1977
kuai 	塊	c=1 d=1 t=1907
kuai di 	快遞	c=2 d=0.49295 t=1977
kuai di fei 	快遞費	c=11 d=3.92917 t=1977
kuai di fei jia 	快遞費家	c=1 d=0.145019 t=1977
kuai di fei lao shi 	快遞費老師	c=1 d=0.228779 t=1977
kuai jie jian 	快捷鍵	c=1 d=0.288383 t=1977
kuai jin lai 	快進來	c=0 d=0.070822 t=1977
kuai kuai le le 	快快樂樂	c=1 d=0.640824 t=1977
kuai qian 	塊錢	c=1 d=0.0652193 t=1977
kuan 	款	c=6 d=1.79196 t=1977
kuan dai fu kuan 	款代付款	c=1 d=0.147342 t=1977
kuan dai fu kuan ka sang de la 	款代付款卡桑德拉	c=1 d=0.247833 t=1977
kuan shi da fu 	款士大夫	c=1 d=0.965605 t=1977
kuang 	框	c=1 d=0.806541 t=1977
kuang jia 	框架	c=1 d=0.0528657 t=1977
kuo zhan 	擴展	c=1 d=1.09851 t=1931
kuo zhan ji zhi 	擴展機制	c=2 d=1.82696 t=1967
la sa lu 	拉撒路	c=0 d=0.083527 t=1977
lai 	來	c=2 d=0.646712 t=1977
lai gong si 	來公司	c=1 d=0.12493 t=1977
lai kan 	來看	c=0 d=0.083527 t=1977
lang fei 	浪費	c=0 d=0.12513 t=1977
lang hao 	狼嚎	c=11 d=2.5331 t=1977
lao dong fa 	勞動法	c=0 d=0.0100327 t=1977
lao shi 	老師	c=0 d=0.0645838 t=1977
lao shi de kai fa li kai 	老師的開發離開	c=1 d=0.532592 t=1977
le 	了	c=26 d=8.55423 t=1977
le kuai di fei 	了快遞費	c=1 d=0.694197 t=1977
le shi kuai di fei 	了是快遞費	c=2 d=0.81841 t=1977
li 	李	c=2 d=0.255227 t=1977
li 	裏	c=4 d=2.39937 t=1977
li kai 	離開	c=2 d=0.493432 t=1977
li kai she ding 	離開設定	c=1 d=0.763379 t=1977
li kai she ding jian fan 	離開設定簡繁	c=1 d=0.628135 t=1977
li kai shi da fu 	離開士大夫	c=1 d=0.729789 t=1977
li kai shi da fu shi da fu kuan 	離開士大夫士大夫款	c=1 d=0.913931 t=1977
li mian 	裏面	c=1 d=0.425283 t=1977
lian jie 	鏈接	c=1 d=0.440432 t=1977
lian suo dian 	連鎖店	c=0 d=0.0847894 t=1977
liang 	亮	c=1 d=0.0837432 t=1977
liang de fen ju 	兩地分居	c=0 d=0.00495388 t=1977
liang hang 	兩行	c=0 d=0.00518189 t=1977
liang wei 	兩位	c=0 d=0.0516851 t=1977
liao jie 	瞭解	c=0 d=0.083527 t=1977
lie biao 	列表	c=7 d=3.13466 t=1977
ling 	嶺	c=4 d=0.574726 t=1977
ling 	領	c=2 d=1.89319 t=1977
ling dao 	領導	c=0 d=0.0847894 t=1977
ling ling luo luo 	零零落落	c=1 d=1.05609 t=1977
liu 	柳	c=5 d=0.230445 t=1977
liu cheng 	流程	c=3 d=1.2603 t=1977
liu kou shui 	流口水	c=0 d=0.0937067 t=1977
liu lan qi 	瀏覽器	c=1 d=0.628135 t=1977
liu yan 	留言	c=2 d=0.0817286 t=1977
lo 	咯	c=0 d=0.0045502 t=1977
long 	龍	c=1 d=0.535261 t=1977
long kou duo shi 	龍口奪食	c=1 d=0.904837 t=1977
lou 	樓	c=1 d=0.267135 t=1977
lu fang ji 	錄放機	c=0 d=0.17484 t=1977
lu ka shen ke 	盧卡申科	c=0 d=0.0847894 t=1977
lun tai 	輪胎	c=1 d=0.0702988 t=1977
lun tan 	論壇	c=2 d=0.107637 t=1977
lv she da fa 	律設大法	c=1 d=0.748264 t=1977
lv she da fa jian kong fang 	律設大法檢控方	c=1 d=0.591555 t=1977
mai 	買	c=2 d=0.328952 t=1977
mai 	賣	c=3 d=0.21235 t=1977
mai dian 	買點	c=1 d=0.0544757 t=1977
mai le 	買了	c=0 d=0.0120633 t=1977
mao 	茂	c=0 d=0.0239309 t=1977
me 	麼	c=7 d=1.61147 t=1977
mei 	沒	c=3 d=1.11599 t=1977
mei qi zuo yong 	沒起作用	c=1 d=1 t=1918
mei sheng xiao 	沒生效	c=1 d=1 t=1893
mei shi 	美食	c=1 d=0.701174 t=1977
mei ye 	每頁	c=1 d=0.105928 t=1977
mei yi bu 	每一步	c=1 d=0.657047 t=1977
men 	們	c=4 d=2.26933 t=1977
men de 	們的	c=0 d=0.0946485 t=1977
men hu 	門戶	c=1 d=0.126651 t=1977
mian fei 	免費	c=1 d=0.763379 t=1977
min 	民	c=0 d=0.0045502 t=1977
min jie 	敏捷	c=0 d=0.0247833 t=1977
min jie kai fa 	敏捷開發	c=1 d=0.249075 t=1977
ming 	名	c=2 d=0.198891 t=1977
ming cheng 	名稱	c=1 d=0.965606 t=1977
ming nian 	明年	c=1 d=0.242926 t=1977
mo kuai 	模塊	c=1 d=0.0911727 t=1977
mo ren 	默認	c=4 d=0.989399 t=1977
mou ge 	某個	c=1 d=0.509156 t=1977
mou zhong 	某種	c=0 d=0.0923116 t=1977
mou zhong yuan yin 	某種原因	c=1 d=0.927743 t=1977
mu 	木	c=1 d=0.0816756 t=1977
mu biao 	目標	c=1 d=0.640824 t=1977
mu lu 	目錄	c=1 d=0.980199 t=1977
mu you 	木有	c=2 d=0.69763 t=1977
na 	哪	c=1 d=0.229925 t=1977
na 	拿	c=1 d=0.231078 t=1977
na 	那	c=2 d=0.28394 t=1977
na bian 	那邊	c=1 d=0.65377 t=1977
na ge 	哪個	c=1 d=0.33454 t=1977
na ge 	那個	c=2 d=0.901037 t=1977
na jiu 	那就	c=1 d=0.913931 t=1977
na li 	哪裏	c=2 d=0.316962 t=1977
na yang 	那樣	c=1 d=1 t=1924
na you 	哪有	c=1 d=0.155673 t=1977
na zhong 	那種	c=1 d=0.290835 t=1977
nai nai 	奶奶	c=1 d=0.272532 t=1977
nan dao 	難道	c=0 d=0.02334 t=1977
nao 	鬧	c=0 d=0.0238115 t=1977
ne 	呢	c=2 d=1.01403 t=1977
nei rong 	內容	c=3 d=0.647265 t=1977
ni 	你	c=9 d=3.41735 t=1977
ni men 	你們	c=1 d=0.839457 t=1977
ni shi 	你是	c=0 d=0.0790571 t=1977
nia 	孃	c=0 d=0.0117655 t=1977
nin 	您	c=4 d=0.937519 t=1977
nin hao 	您好	c=3 d=0.903309 t=1977
o 	哦	c=5 d=2.55658 t=1977
o o 	哦哦	c=1 d=0.0713613 t=1977
pai 	排	c=1 d=0.0702988 t=1977
pao mian 	泡麪	c=2 d=1.74752 t=1977
pei se 	配色	c=2 d=0.162969 t=1977
pei xun 	培訓	c=3 d=0.706675 t=1977
pei zhi 	配置	c=4 d=0.85088 t=1977
peng 	碰	c=1 d=0.090718 t=1977
pi liang 	批量	c=2 d=1.54736 t=1977
ping fan 	平凡	c=1 d=0.0845849 t=1977
ping shi 	平時	c=1 d=0.0488012 t=1977
po jie 	破解	c=1 d=0.882496 t=1977
qi 	其	c=2 d=0.781564 t=1977
qi dong 	啓動	c=1 d=0.960789 t=1977
qi qi ai ai 	期期艾艾	c=0 d=0.0375311 t=1977
qi qi qie qie 	悽悽切切	c=0 d=0.0329559 t=1977
qi qian 	七千	c=1 d=0.469799 t=1977
qi ye 	企業	c=2 d=0.126466 t=1977
qi ye men hu 	企業門戶	c=1 d=0.900324 t=1977
qi zuo yong 	起作用	c=0 d=0.1 t=1917
qiang da 	強大	c=0 d=0.0770315 t=1977
qiang da da wa ding ding ding ding ding ding ding ding da da de shi shi shang sui shi sui di wa de se 	強大大窪頂頂頂頂頂頂頂頂大大的事實上隨時隨地瓦德瑟	c=1 d=0.355226 t=1977
qiang duo dao 	搶奪到	c=1 d=0.394554 t=1977
qiao qiao da da 	敲敲打打	c=1 d=0.398954 t=1977
qie huan 	切換	c=2 d=0.247068 t=1977
qin ai 	親愛	c=0 d=0.118064 t=1977
qin ai de 	親愛的	c=0 d=0.0416862 t=1977
qin ai wa da da wu wei ding ding ding ding wu wu wu wu wu wu wu wu wu wa wa de 	親愛挖大大無畏頂頂頂頂嗚嗚嗚嗚嗚嗚嗚嗚嗚哇哇地	c=1 d=0.45612 t=1977
qing 	請	c=1 d=0.390628 t=1977
qing jian 	請見	c=1 d=0.574072 t=1977
qing qi bing 	輕騎兵	c=0 d=0.0833985 t=1977
qing qiu 	請求	c=1 d=0.913931 t=1977
qing wen 	請問	c=0 d=0.032628 t=1977
qu 	區	c=0 d=0.0496585 t=1977
qu 	去	c=2 d=0.761193 t=1977
qu chu 	去除	c=1 d=0.680451 t=1977
qu chu 	取出	c=1 d=0.650509 t=1977
qu xiao 	取消	c=1 d=0.496585 t=1977
quan bu 	全部	c=0 d=0.0290835 t=1977
que ren 	確認	c=1 d=0.111917 t=1977
qun 	羣	c=2 d=0.926119 t=1977
qun li 	羣裏	c=3 d=1.21337 t=1977
ran zhi 	然之	c=3 d=1.58382 t=1977
rang 	讓	c=1 d=0.130029 t=1977
rang ta 	讓他	c=1 d=0.0902655 t=1977
re ai 	熱愛	c=0 d=0.0423162 t=1977
ren 	人	c=0 d=0.0053397 t=1977
ren da 	人大	c=0 d=0.128271 t=1977
ren wei 	認爲	c=0 d=0.0323033 t=1977
ren wu 	任務	c=2 d=1.02469 t=1977
ren wu lan 	任務欄	c=1 d=0.0422141 t=1977
ren wu lie biao 	任務列表	c=1 d=0.191092 t=1977
ri 	日	c=2 d=0.981741 t=1977
rong rong dang dang 	溶溶蕩蕩	c=0 d=0.0319819 t=1977
ru guo 	如果	c=0 d=0.0286505 t=1977
ru he 	如何	c=2 d=1.0015 t=1977
ru men 	入門	c=0 d=0.022313 t=1977
ru ruo 	如若	c=1 d=0.0788664 t=1977
ruan 	軟	c=1 d=0.16035 t=1977
ruan jian 	軟件	c=3 d=1.9665 t=1977
sa 	撒	c=0 d=0.0319819 t=1977
sa dan 	撒旦	c=0 d=0.178759 t=1977
sa jiao 	撒嬌	c=0 d=0.0843665 t=1977
sa ke 	薩克	c=0 d=0.0843665 t=1977
sa ke si 	薩克斯	c=0 d=0.0843665 t=1977
sa sa 	灑灑	c=0 d=0.0706129 t=1977
san da 	三大	c=0 d=0.119767 t=1977
san hao 	三號	c=0 d=0.0895834 t=1977
san hao biao ti 	三號標題	c=1 d=0.900325 t=1977
san wan qi qian 	三萬七千	c=0 d=0.0348192 t=1977
sha 	啥	c=2 d=0.346402 t=1977
sha yi si 	啥意思	c=1 d=0.169483 t=1977
sha zhu 	剎住	c=1 d=0.780474 t=1977
sha zhu che 	剎住車	c=1 d=0.726149 t=1977
shan chu 	刪除	c=2 d=1.03921 t=1977
shan da wang 	山大王	c=0 d=0.0700328 t=1977
shan da wang qing qi bing 	山大王輕騎兵	c=1 d=0.408608 t=1977
shan dong sheng 	山東省	c=1 d=0.114098 t=1977
shan dong sheng de 	山東省的	c=1 d=0.855609 t=1977
shan dong sheng de shan dong sheng de she ding 	山東省的山東省的設定	c=1 d=0.852144 t=1977
shan kuai 	苫塊	c=0 d=0.0543351 t=1977
shan kuai di fang kai shi 	苫塊地方開始	c=1 d=0.546074 t=1977
shan tou 	汕頭	c=3 d=2.12143 t=1977
shang 	上	c=3 d=0.841221 t=1977
shang ci 	上次	c=2 d=0.134532 t=1977
shang di jiao 	上帝教	c=0 d=0.167894 t=1977
shang kua ke 	上夸克	c=0 d=0.0843665 t=1977
shang lan de fen 	上籃得分	c=0 d=0.0532592 t=1977
shang lan de fen ka 	上籃得分卡	c=1 d=0.535261 t=1977
shang mian 	上面	c=1 d=0.0293049 t=1977
shang ping 	上屏	c=1 d=1 t=1977
shang wang 	上網	c=0 d=0.0293758 t=1977
shang xia 	上下	c=1 d=0.193013 t=1977
shang xian 	上線	c=0 d=0.0045502 t=1977
shang xian hou 	上線後	c=1 d=0.04573 t=1977
shao 	少	c=1 d=0.0898153 t=1977
shao bu liao 	少不了	c=1 d=0.70822 t=1977
she ding 	設定	c=4 d=2.14183 t=1977
she fang di 	設防地	c=1 d=0.22091 t=1977
she ji 	設計	c=6 d=1.53701 t=1977
she ji shi 	設計師	c=1 d=0.0627546 t=1977
she ji shi shi 	設計師是	c=1 d=0.0804596 t=1977
she xiang tou 	攝像頭	c=2 d=1.93123 t=1977
she zhi 	設置	c=4 d=1.23083 t=1977
shen 	神	c=1 d=0.677057 t=1977
shen du 	深度	c=1 d=0.329559 t=1977
shen kao jia 	參考價	c=0 d=0.0759572 t=1977
shen me 	什麼	c=6 d=1.79824 t=1977
shen men 	身門	c=0 d=0.0932394 t=1977
shen qing 	申請	c=1 d=0.0359725 t=1977
sheng 	省	c=1 d=0.0665368 t=1977
sheng cheng 	生成	c=1 d=0.0159229 t=1977
sheng dan kuai le 	聖誕快樂	c=0 d=0.00510474 t=1977
sheng dan kuai le fa 	聖誕快樂發	c=3 d=1.35146 t=1977
sheng sheng shi shi 	生生世世	c=0 d=0.114876 t=1977
sheng xiao 	生效	c=0 d=0.1 t=1892
shi 	實	c=1 d=0.557106 t=1977
shi 	是	c=19 d=2.94615 t=1977
shi 	時	c=1 d=0.0383884 t=1977
shi ba 	是吧	c=4 d=0.943947 t=1977
shi bu shi 	是不是	c=2 d=1.04324 t=1977
shi chang 	市場	c=0 d=0.022313 t=1977
shi chang ru men 	市場入門	c=1 d=0.224249 t=1977
shi da da 	溼答答	c=0 d=0.058605 t=1977
shi da fu 	士大夫	c=32 d=7.95782 t=1977
shi da fu di fang 	士大夫地方	c=1 d=0.0963276 t=1977
shi da fu fang shi 	士大夫方式	c=1 d=0.164474 t=1977
shi da fu kai dang ku 	士大夫開襠褲	c=1 d=0.0502874 t=1977
shi da fu kao lv 	士大夫考慮	c=2 d=0.944214 t=1977
shi da fu kao lv shi 	士大夫考慮是	c=1 d=0.831104 t=1977
shi da fu ke lu ji 	士大夫刻錄機	c=1 d=0.941764 t=1977
shi da fu kong jian 	士大夫空間	c=1 d=0.865022 t=1977
shi da fu kong jian liu kou shui 	士大夫空間流口水	c=1 d=0.941765 t=1977
shi da fu kuan 	士大夫款	c=7 d=1.92319 t=1977
shi da fu kuan shi lai ke da fei ji 	士大夫款史萊克打飛機	c=1 d=0.0401553 t=1977
shi da fu lu ka shen ke ling dao 	士大夫盧卡申科領導	c=1 d=0.852144 t=1977
shi da fu she ding 	士大夫設定	c=1 d=0.794534 t=1977
shi da fu shi da fu 	士大夫士大夫	c=2 d=0.230681 t=1977
shi da fu shi da fu shi da fu 	士大夫士大夫士大夫	c=2 d=0.837428 t=1977
shi da fu si kao 	士大夫思考	c=1 d=0.771052 t=1977
shi de fen shu 	實得分數	c=1 d=0.23589 t=1977
shi de fen shu duo fu duo shou 	實得分數多福多壽	c=1 d=0.183599 t=1977
shi di di da da a wa da wei de qin ai de qiang da da da a a a ding ding ding ding ding ding ding ding ding ding ding ding di di da da a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a da wei de ren da da da a a a a a a a da da a a a a ai dao de ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding diao wa dai ding ding ding ding ding ding ding ding ding ding ding ding sa dan 	是滴滴答答阿佤大威德親愛的強大大大啊啊啊頂頂頂頂頂頂頂頂頂頂頂頂滴滴答答啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊大威德人大大大啊啊啊啊啊啊啊大大啊啊啊啊挨刀的頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂吊襪帶頂頂頂頂頂頂頂頂頂頂頂頂撒旦	c=1 d=0.418952 t=1977
shi di fang fan de sa 	是地方范德薩	c=1 d=0.171187 t=1977
shi di song 	溼地松	c=0 d=0.083527 t=1977
shi du wei diao 	適度微調	c=0 d=0.0400517 t=1977
shi du wei diao shi qiu wen du ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding di di da da da wa ren da qin ai diao wa dai 	適度微調溼球溫度頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂滴滴答答大窪人大親愛吊襪帶	c=1 d=0.402524 t=1977
shi fa de dian 	事發地點	c=1 d=0.0944202 t=1977
shi ge 	是個	c=1 d=0.878096 t=1977
shi ji yu 	是基於	c=3 d=0.521347 t=1977
shi jian 	實踐	c=1 d=0.603506 t=1977
shi ka da jian fan kuai jin lai 	是喀噠簡繁快進來	c=1 d=0.71177 t=1977
shi kuai di fei 	是快遞費	c=9 d=5.02028 t=1977
shi kuai di fei di fang 	是快遞費地方	c=1 d=0.151072 t=1977
shi kuai di fei ji 	是快遞費機	c=1 d=0.937067 t=1977
shi kuai di fei kai shi di san fang 	是快遞費開始第三方	c=1 d=0.543351 t=1977
shi lai ke 	史萊克	c=0 d=0.00399551 t=1977
shi le 	溼了	c=1 d=0.167932 t=1977
shi le dai fu kuan 	溼了代付款	c=2 d=0.961233 t=1977
shi le ka da ji fen ka 	溼了喀噠計分卡	c=1 d=0.231078 t=1977
shi le kuai di fei 	溼了快遞費	c=4 d=1.11189 t=1977
shi le kuai di fei ji 	溼了快遞費機	c=1 d=0.918512 t=1977
shi pin 	視頻	c=1 d=0.687289 t=1977
shi qiu wen du 	溼球溫度	c=0 d=0.0400517 t=1977
shi shi 	事事	c=1 d=0.99005 t=1977
shi shi 	實事	c=3 d=2.68161 t=1977
shi shi 	實施	c=1 d=0.995012 t=1977
shi shi 	是是	c=1 d=0.895834 t=1977
shi shi 	試試	c=27 d=6.75666 t=1977
shi shi hai 	試試還	c=1 d=0.891366 t=1977
shi shi le 	試試了	c=1 d=0.597501 t=1977
shi shi shang 	事實上	c=2 d=0.255238 t=1977
shi shi zhe ge 	試試這個	c=1 d=0.0916297 t=1977
shi si 	十四	c=1 d=0.055299 t=1977
shi wo en 	是沃恩	c=1 d=0.810584 t=1977
shi yong 	使用	c=1 d=0.970446 t=1977
shou ce 	手冊	c=8 d=3.79738 t=1977
shou ji 	手機	c=1 d=0.103768 t=1977
shou ji duan 	手機段	c=1 d=0.0939493 t=1977
shou shi 	收拾	c=2 d=0.0330627 t=1977
shou you 	手遊	c=1 d=0.67368 t=1977
shu ju 	數據	c=2 d=0.410954 t=1977
shu ju biao 	數據表	c=1 d=0.204948 t=1977
shu ju ku 	數據庫	c=2 d=0.312476 t=1977
shu lian 	熟練	c=2 d=1.43067 t=1977
shu lian de kai fa le 	熟練的開發了	c=1 d=0.562705 t=1977
shu liang 	數量	c=1 d=0.0497871 t=1977
shu rang 	鼠壤	c=1 d=0.054204 t=1977
shu ru 	輸入	c=4 d=2.40168 t=1977
shu ru fa 	輸入法	c=25 d=6.18352 t=1977
shu ru ruan 	輸入軟	c=1 d=0.748263 t=1977
shua xin 	刷新	c=1 d=0.985112 t=1977
shuang du fu fu 	雙獨夫婦	c=1 d=0.117068 t=1977
shui mian 	睡眠	c=1 d=0.980199 t=1977
shui rong rong 	水溶溶	c=0 d=0.0286505 t=1977
shun kou liu 	順口溜	c=0 d=0.0612626 t=1977
shun kou liu de ji fen ka 	順口溜的計分卡	c=1 d=0.615697 t=1977
shuo 	說	c=3 d=0.287431 t=1977
shuo dao di 	說到底	c=1 d=0.204349 t=1977
shuo de 	說的	c=1 d=0.321422 t=1977
si 	四	c=1 d=0.29523 t=1977
si 	死	c=1 d=0.0843665 t=1977
si da fa ming 	四大發明	c=1 d=0.798516 t=1977
si da jie kong 	四大皆空	c=0 d=0.0843665 t=1977
si da kang 	斯達康	c=0 d=0.071177 t=1977
si da lin 	斯大林	c=0 d=0.00332068 t=1977
si da lin kai fa 	斯大林開發	c=1 d=0.0333733 t=1977
si dang dong 	斯當東	c=0 d=0.083527 t=1977
si dong fei dong 	似懂非懂	c=1 d=0.0528657 t=1977
si fa du li 	司法獨立	c=0 d=0.016696 t=1977
si fa du li kan kan 	司法獨立看看	c=1 d=0.167797 t=1977
si ji dou fu 	四季豆腐	c=1 d=0.67368 t=1977
si kao 	思考	c=1 d=0.75812 t=1977
si kao dai fu kuan 	思考代付款	c=2 d=0.0971352 t=1977
si kao jing dong fang 	思考京東方	c=1 d=0.729789 t=1977
si kao jiu shi 	思考就是	c=1 d=0.0934807 t=1977
si kao lao dong fa 	思考勞動法	c=2 d=0.90228 t=1977
si kao lao dong fa kao lv 	思考勞動法考慮	c=1 d=0.0536647 t=1977
si kao lao dong fa si da kang 	思考勞動法斯達康	c=1 d=0.715338 t=1977
si kao liang de fen ju 	思考兩地分居	c=1 d=0.049787 t=1977
si ke da 	斯柯達	c=0 d=0.0986662 t=1977
si ke da lang fei 	斯柯達浪費	c=1 d=0.559898 t=1977
si ke da lu fang ji 	斯柯達錄放機	c=1 d=0.847894 t=1977
si lian 	死鏈	c=2 d=1.21429 t=1977
si wa 	絲襪	c=0 d=0.0313486 t=1977
si xiang 	思想	c=3 d=0.404288 t=1977
su dan da fo 	蘇丹達佛	c=1 d=0.100259 t=1977
su du 	速度	c=1 d=0.0423036 t=1977
su du fa 	速讀法	c=1 d=0.873716 t=1977
su du kai fa 	速度開發	c=7 d=1.84511 t=1977
su du kai fa ji 	速度開發機	c=1 d=0.755784 t=1977
su du kai fa kong shou dao 	速度開發空手道	c=1 d=0.794533 t=1977
su du kai fa kuan 	速度開發款	c=1 d=0.860708 t=1977
su du kai fa le 	速度開發了	c=1 d=0.582748 t=1977
su du kuai 	速度快	c=2 d=0.987945 t=1977
suan fa 	算法	c=0 d=0.0648707 t=1977
suan fa an a ding ke li fu 	算法氨吖啶克里夫	c=1 d=0.634448 t=1977
suan fa fu wu 	算法服務	c=1 d=0.0343896 t=1977
suan la 	酸辣	c=0 d=0.0895834 t=1977
suan la fen 	酸辣粉	c=1 d=0.900325 t=1977
sui bian 	隨便	c=1 d=1 t=1971
sui shi sui di 	隨時隨地	c=0 d=0.0353455 t=1977
suo duan 	縮短	c=1 d=0.0963276 t=1977
suo jian ji suo de 	所見即所得	c=1 d=0.292293 t=1977
ta 	他	c=2 d=0.271612 t=1977
ta shuo 	他說	c=1 d=0.83527 t=1977
tai 	太	c=1 d=0.639632 t=1977
tai chou 	太醜	c=1 d=0.640824 t=1977
tai hao 	忕號	c=1 d=0.995012 t=1977
tai xiao 	太小	c=1 d=0.235746 t=1977
te bie 	特別	c=0 d=0.0121238 t=1977
te ding 	特定	c=2 d=0.119438 t=1977
ti jiao 	提交	c=1 d=0.514274 t=1977
ti shi 	提示	c=2 d=0.943828 t=1977
ti wen 	提問	c=1 d=0.0564161 t=1977
tian jia 	添加	c=1 d=1 t=1960
ting 	婷	c=1 d=0.585669 t=1977
ting bu cuo 	挺不錯	c=0 d=0.0752015 t=1977
ting shuo 	聽說	c=1 d=0.647264 t=1977
ting ting 	婷婷	c=1 d=0.034562 t=1977
tong guo 	通過	c=1 d=0.109154 t=1977
tong nian 	童年	c=1 d=0.571209 t=1977
tong shi 	同時	c=2 d=1.29744 t=1977
tong xue 	同學	c=0 d=0.099005 t=1977
tong zhi 	通知	c=2 d=0.0629545 t=1977
tou zhe 	透着	c=1 d=0.501576 t=1977
tu 	圖	c=1 d=0.776259 t=1977
tu biao 	圖標	c=1 d=0.0424257 t=1977
tu pian 	圖片	c=1 d=1 t=1941
tu wen 	圖文	c=2 d=0.680451 t=1977
tui jian 	推薦	c=1 d=0.97531 t=1977
tuo pan 	托盤	c=1 d=0.186374 t=1977
wa 	瓦	c=3 d=1.58701 t=1977
wa ao 	凹凹	c=0 d=0.179168 t=1977
wa da 	挖大	c=0 d=0.510628 t=1977
wa da qi qian a da 	挖大七千阿達	c=1 d=0.316637 t=1977
wa dang wen 	瓦當文	c=0 d=0.0840644 t=1977
wa dang wen ren da gu dan dan de ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding ding di di da da a a a a a a a a ban ben 	瓦當文人大孤單單的頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂頂滴滴答答啊啊啊啊啊啊啊啊版本	c=1 d=0.467666 t=1977
wa de dao 	挖地道	c=0 d=0.0935038 t=1977
wa de se 	瓦德瑟	c=0 d=0.0353455 t=1977
wa ha ha 	娃哈哈	c=2 d=1.72296 t=1977
wa ha ha ha 	哇哈哈哈	c=1 d=0.0443785 t=1977
wa qian 	挖潛	c=0 d=0.033454 t=1977
wa qian da di dang qian a da 	挖潛大敵當前阿達	c=1 d=0.336216 t=1977
wa ran 	窪然	c=1 d=0.466776 t=1977
wa ren 	蛙人	c=0 d=0.0375311 t=1977
wa wa 	娃娃	c=0 d=0.0996076 t=1977
wa wa de 	哇哇地	c=0 d=0.218527 t=1977
wai 	外	c=0 d=0.0748264 t=1977
wai di 	外地	c=1 d=0.180866 t=1977
wan 	玩	c=2 d=0.718582 t=1977
wan 	萬	c=2 d=0.137565 t=1977
wan cheng 	完成	c=1 d=0.909373 t=1977
wan da 	萬達	c=0 d=0.0239309 t=1977
wan da mao 	萬達茂	c=1 d=0.240508 t=1977
wan gu 	萬股	c=1 d=0.0773047 t=1977
wan ou 	玩偶	c=1 d=0.687289 t=1977
